20745,10200.218952793051
20746,35710.77117642579
20747,18700.496477821438
20748,25523.286589088213
20749,13036.040722586937
20750,17275.107336951507
20751,18100.74338854366
20752,24387.922195390674
20753,25751.533437644764
20754,17595.250132134955
20755,10499.693591950965
20756,9058.529163721063
20757,22246.709812902038
20758,24003.889662045178
20759,25337.014431028485
20760,18940.471270491355
20761,11821.027234817928
20762,42932.10517736114
20763,21994.053498771496
20764,12185.367268123906
20765,14121.735624897627
20766,15850.278619983934
20767,19237.08375501144
20768,11980.351673996844
20769,13179.95676149706
20770,16258.334635249417
20771,11697.905462684808
20772,15909.494908081762
20773,14023.882655708341
20774,22829.733199851613
20775,23621.403915167615
20776,40196.073526933644
20777,20040.02262369101
20778,14145.318584464405
20779,13479.068630402586
20780,21376.275499026422
20781,7947.814453242162
20782,13408.323749884763
20783,15635.296344515897
20784,18606.561053625697
20785,31985.637887685803
20786,20629.704187517204
20787,13821.860558237438
20788,11388.901057095105
20789,26855.254601152974
20790,14653.558245176453
20791,25722.81157698083
20792,11934.248068206194
20793,32994.918014918054
20794,12190.07027616393
20795,10414.599344285289
20796,11529.330592038199
20797,25789.765973874433
20798,33766.77932462573
20799,9976.080651109873
20800,26413.864960114803
20801,15357.81878476977
20802,9838.76545089773
20803,7896.649859604437
20804,15357.941105471431
20805,15119.636225272816
20806,9364.600949921583
20807,6871.532302792619
20808,17632.859582667134
20809,9974.64039711417
20810,11896.363635696302
20811,18775.12657520061
20812,14920.187964922901
20813,18283.556953594994
20814,12236.370374689766
20815,38452.915693157694
20816,11759.479037022804
20817,14246.979907914787
20818,13760.81503369328
20819,13546.31074415782
20820,35195.84504579986
20821,22758.5048531215
20822,25809.525934947782
20823,16459.537848984277
20824,28883.576858840283
20825,11187.758450695113
20826,9948.604755673396
20827,9408.190945664572
20828,12238.853829743875
20829,19346.860048564842
20830,10406.069868939287
20831,9363.777195248449
20832,10014.693213783656
20833,10149.408799332887
20834,11608.140324844051
20835,10966.413507297135
20836,13458.091584396063
20837,12725.293584780513
20838,24241.0790126309
20839,13472.943753424941
20840,34976.02159375861
20841,18209.582207944422
20842,32351.124955663592
20843,22281.101730994225
20844,10931.116146938502
20845,19950.053229824287
20846,18504.487810006925
20847,6413.674155118874
20848,11218.402531154321
20849,13678.595407186856
20850,11423.569660673866
20851,7394.400272761138
20852,7507.994424403017
20853,14390.691714495755
20854,13203.230530866018
20855,24440.30017905749
20856,20890.164278433003
20857,31930.050959248438
20858,24142.08147769612
20859,9097.882594440938
20860,10649.899271005035
20861,11472.821532404538
20862,15242.781261214217
20863,12075.298234148644
20864,10295.496806301346
20865,14631.512052740225
20866,33877.143446369846
20867,32397.317479364538
20868,20223.00972121147
20869,12357.642978966818
20870,22900.80483973448
20871,20443.634761428326
20872,30499.121504086932
20873,12765.634373795032
20874,17685.680342155312
20875,15899.226758176148
20876,21939.748418903288
20877,14196.36036598892
20878,17011.992898931287
20879,16377.788462236422
20880,10574.172702648617
20881,13751.770138181422
20882,9245.545320007413
20883,7937.535557273904
20884,12312.038633917842
20885,11413.0468069635
20886,14790.876101042102
20887,10058.607953693821
20888,32710.254347737875
20889,20756.06578255591
20890,15781.657420133937
20891,21403.300577503556
20892,12951.076468871555
20893,30694.616271463397
20894,21730.46456618236
20895,27639.481090997626
20896,31115.04823178093
20897,10747.765403002462
20898,19036.05302609801
20899,23273.902405378452
20900,14960.052708962989
20901,17030.95305865309
20902,10654.87368578198
20903,27283.455622896206
